System Uptime[ms] 53114,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 13.96,Airdata AoA[deg] -1.93,Airdata AoS[deg] -11.73,Airdata VCAS[m/s] 2.08,Airdata VTAS[m/s] 2.09,BMP280_0 P[Pa] 100202.67, BMP280_0 Tpackage[C] 22.26, HTU21DF_0 RH[%] 79.01, HTU21DF_0 Tpackage[C] 20.89, D6F-PH0025AD1_0 q[Pa] 2.45, D6F-PH0025AD1_0 Tpackage[C] 18.80, D6F-PH0025AD1_1 q[Pa] 1.37, D6F-PH0025AD1_1 Tpackage[C] 19.20, D6F-PH0025AD1_2 q[Pa] 3.08, D6F-PH0025AD1_2 Tpackage[C] 18.90, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 0, GPS_0 latitude[deg] 51.1873550415, GPS_0 longitude[deg] -1.0382966995, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 48, GPS_0 seconds[-] 47, ;
System Uptime[ms] 93833,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 14.80,Airdata AoA[deg] 4.07,Airdata AoS[deg] -16.01,Airdata VCAS[m/s] 2.02,Airdata VTAS[m/s] 2.03,BMP280_0 P[Pa] 100209.45, BMP280_0 Tpackage[C] 23.10, HTU21DF_0 RH[%] 65.69, HTU21DF_0 Tpackage[C] 22.07, D6F-PH0025AD1_0 q[Pa] 2.30, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 1.16, D6F-PH0025AD1_1 Tpackage[C] 19.60, D6F-PH0025AD1_2 q[Pa] 3.39, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873550415, GPS_0 longitude[deg] -1.0382958651, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 28, ;
System Uptime[ms] 94290,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 14.82,Airdata AoA[deg] -10.40,Airdata AoS[deg] -31.37,Airdata VCAS[m/s] 2.15,Airdata VTAS[m/s] 2.17,BMP280_0 P[Pa] 100207.30, BMP280_0 Tpackage[C] 23.12, HTU21DF_0 RH[%] 65.82, HTU21DF_0 Tpackage[C] 22.08, D6F-PH0025AD1_0 q[Pa] 1.68, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 0.59, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 3.59, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873550415, GPS_0 longitude[deg] -1.0382955074, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 29, ;
System Uptime[ms] 94747,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 14.84,Airdata AoA[deg] -56.49,Airdata AoS[deg] -47.32,Airdata VCAS[m/s] 3.21,Airdata VTAS[m/s] 3.23,BMP280_0 P[Pa] 100209.52, BMP280_0 Tpackage[C] 23.14, HTU21DF_0 RH[%] 66.16, HTU21DF_0 Tpackage[C] 22.09, D6F-PH0025AD1_0 q[Pa] 1.53, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 0.00, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 2.51, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873550415, GPS_0 longitude[deg] -1.0382955074, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 29, ;
System Uptime[ms] 95229,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 14.85,Airdata AoA[deg] 21.54,Airdata AoS[deg] -9.42,Airdata VCAS[m/s] 1.97,Airdata VTAS[m/s] 1.99,BMP280_0 P[Pa] 100210.22, BMP280_0 Tpackage[C] 23.15, HTU21DF_0 RH[%] 66.44, HTU21DF_0 Tpackage[C] 22.11, D6F-PH0025AD1_0 q[Pa] 2.35, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 1.63, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 3.70, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873550415, GPS_0 longitude[deg] -1.0382955074, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 30, ;
System Uptime[ms] 95686,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 14.86,Airdata AoA[deg] 13.72,Airdata AoS[deg] -2.34,Airdata VCAS[m/s] 2.12,Airdata VTAS[m/s] 2.13,BMP280_0 P[Pa] 100209.99, BMP280_0 Tpackage[C] 23.16, HTU21DF_0 RH[%] 66.43, HTU21DF_0 Tpackage[C] 22.13, D6F-PH0025AD1_0 q[Pa] 2.70, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 2.47, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 3.90, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873550415, GPS_0 longitude[deg] -1.0382955074, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 30, ;
System Uptime[ms] 96143,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 14.87,Airdata AoA[deg] 14.44,Airdata AoS[deg] -3.12,Airdata VCAS[m/s] 2.22,Airdata VTAS[m/s] 2.24,BMP280_0 P[Pa] 100209.11, BMP280_0 Tpackage[C] 23.17, HTU21DF_0 RH[%] 65.85, HTU21DF_0 Tpackage[C] 22.13, D6F-PH0025AD1_0 q[Pa] 2.65, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 2.61, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 4.42, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873550415, GPS_0 longitude[deg] -1.0382955074, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 30, ;
System Uptime[ms] 96600,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 14.88,Airdata AoA[deg] 15.62,Airdata AoS[deg] -6.56,Airdata VCAS[m/s] 2.36,Airdata VTAS[m/s] 2.38,BMP280_0 P[Pa] 100207.15, BMP280_0 Tpackage[C] 23.18, HTU21DF_0 RH[%] 65.74, HTU21DF_0 Tpackage[C] 22.16, D6F-PH0025AD1_0 q[Pa] 3.07, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 2.57, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 5.03, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873550415, GPS_0 longitude[deg] -1.0382951498, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 31, ;
System Uptime[ms] 97057,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 14.89,Airdata AoA[deg] 22.02,Airdata AoS[deg] -5.09,Airdata VCAS[m/s] 2.58,Airdata VTAS[m/s] 2.60,BMP280_0 P[Pa] 100209.58, BMP280_0 Tpackage[C] 23.19, HTU21DF_0 RH[%] 65.75, HTU21DF_0 Tpackage[C] 22.17, D6F-PH0025AD1_0 q[Pa] 3.58, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 3.25, D6F-PH0025AD1_1 Tpackage[C] 19.60, D6F-PH0025AD1_2 q[Pa] 6.24, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873550415, GPS_0 longitude[deg] -1.0382951498, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 31, ;
System Uptime[ms] 97539,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 14.90,Airdata AoA[deg] -6.76,Airdata AoS[deg] -13.36,Airdata VCAS[m/s] 2.60,Airdata VTAS[m/s] 2.62,BMP280_0 P[Pa] 100209.30, BMP280_0 Tpackage[C] 23.20, HTU21DF_0 RH[%] 65.44, HTU21DF_0 Tpackage[C] 22.18, D6F-PH0025AD1_0 q[Pa] 3.68, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 2.41, D6F-PH0025AD1_1 Tpackage[C] 19.60, D6F-PH0025AD1_2 q[Pa] 4.16, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873550415, GPS_0 longitude[deg] -1.0382951498, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 32, ;
System Uptime[ms] 97996,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 14.92,Airdata AoA[deg] 32.46,Airdata AoS[deg] 2.70,Airdata VCAS[m/s] 2.75,Airdata VTAS[m/s] 2.77,BMP280_0 P[Pa] 100210.76, BMP280_0 Tpackage[C] 23.22, HTU21DF_0 RH[%] 65.30, HTU21DF_0 Tpackage[C] 22.19, D6F-PH0025AD1_0 q[Pa] 3.37, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 4.34, D6F-PH0025AD1_1 Tpackage[C] 19.60, D6F-PH0025AD1_2 q[Pa] 7.31, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873550415, GPS_0 longitude[deg] -1.0382951498, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 32, ;
System Uptime[ms] 98453,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 14.91,Airdata AoA[deg] -17.68,Airdata AoS[deg] -22.21,Airdata VCAS[m/s] 2.82,Airdata VTAS[m/s] 2.84,BMP280_0 P[Pa] 100208.55, BMP280_0 Tpackage[C] 23.21, HTU21DF_0 RH[%] 64.86, HTU21DF_0 Tpackage[C] 22.19, D6F-PH0025AD1_0 q[Pa] 3.63, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 2.10, D6F-PH0025AD1_1 Tpackage[C] 19.60, D6F-PH0025AD1_2 q[Pa] 4.37, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873550415, GPS_0 longitude[deg] -1.0382950306, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 33, ;
System Uptime[ms] 98922,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 14.92,Airdata AoA[deg] 24.51,Airdata AoS[deg] 0.77,Airdata VCAS[m/s] 3.15,Airdata VTAS[m/s] 3.17,BMP280_0 P[Pa] 100206.92, BMP280_0 Tpackage[C] 23.22, HTU21DF_0 RH[%] 64.62, HTU21DF_0 Tpackage[C] 22.21, D6F-PH0025AD1_0 q[Pa] 5.67, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 5.75, D6F-PH0025AD1_1 Tpackage[C] 19.60, D6F-PH0025AD1_2 q[Pa] 8.63, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873550415, GPS_0 longitude[deg] -1.0382950306, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 33, ;
System Uptime[ms] 99379,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.90,Airdata rho[kg/m3] 1.21,Airdata T[C] 14.92,Airdata AoA[deg] 1.48,Airdata AoS[deg] 13.71,Airdata VCAS[m/s] 3.56,Airdata VTAS[m/s] 3.59,BMP280_0 P[Pa] 100208.22, BMP280_0 Tpackage[C] 23.22, HTU21DF_0 RH[%] 64.54, HTU21DF_0 Tpackage[C] 22.21, D6F-PH0025AD1_0 q[Pa] 7.52, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 9.98, D6F-PH0025AD1_1 Tpackage[C] 19.60, D6F-PH0025AD1_2 q[Pa] 8.32, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873550415, GPS_0 longitude[deg] -1.0382937193, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 34, ;
System Uptime[ms] 99861,System VBATTcell0[V] 3.98,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 14.94,Airdata AoA[deg] 2.84,Airdata AoS[deg] -10.64,Airdata VCAS[m/s] 3.68,Airdata VTAS[m/s] 3.71,BMP280_0 P[Pa] 100209.44, BMP280_0 Tpackage[C] 23.24, HTU21DF_0 RH[%] 64.56, HTU21DF_0 Tpackage[C] 22.23, D6F-PH0025AD1_0 q[Pa] 7.39, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 6.14, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 9.16, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873550415, GPS_0 longitude[deg] -1.0382937193, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 34, ;
System Uptime[ms] 100318,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 14.95,Airdata AoA[deg] 17.46,Airdata AoS[deg] -1.75,Airdata VCAS[m/s] 3.76,Airdata VTAS[m/s] 3.79,BMP280_0 P[Pa] 100206.28, BMP280_0 Tpackage[C] 23.25, HTU21DF_0 RH[%] 64.82, HTU21DF_0 Tpackage[C] 22.25, D6F-PH0025AD1_0 q[Pa] 7.71, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 8.03, D6F-PH0025AD1_1 Tpackage[C] 19.60, D6F-PH0025AD1_2 q[Pa] 11.46, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873512268, GPS_0 longitude[deg] -1.0382847786, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 35, ;
System Uptime[ms] 100775,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 14.96,Airdata AoA[deg] 0.51,Airdata AoS[deg] -10.00,Airdata VCAS[m/s] 4.28,Airdata VTAS[m/s] 4.32,BMP280_0 P[Pa] 100207.02, BMP280_0 Tpackage[C] 23.26, HTU21DF_0 RH[%] 65.02, HTU21DF_0 Tpackage[C] 22.27, D6F-PH0025AD1_0 q[Pa] 11.94, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 9.07, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 11.58, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873512268, GPS_0 longitude[deg] -1.0382847786, GPS_0 year[-] -1, GPS_0 month[-] -1, GPS_0 day[-] -1, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 35, ;
System Uptime[ms] 101233,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.90,Airdata rho[kg/m3] 1.21,Airdata T[C] 14.98,Airdata AoA[deg] 20.82,Airdata AoS[deg] 9.63,Airdata VCAS[m/s] 4.18,Airdata VTAS[m/s] 4.22,BMP280_0 P[Pa] 100208.57, BMP280_0 Tpackage[C] 23.28, HTU21DF_0 RH[%] 65.27, HTU21DF_0 Tpackage[C] 22.26, D6F-PH0025AD1_0 q[Pa] 8.34, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 11.60, D6F-PH0025AD1_1 Tpackage[C] 19.60, D6F-PH0025AD1_2 q[Pa] 13.34, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873435974, GPS_0 longitude[deg] -1.0382663012, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 36, ;
System Uptime[ms] 101690,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 14.98,Airdata AoA[deg] 3.47,Airdata AoS[deg] 1.28,Airdata VCAS[m/s] 4.48,Airdata VTAS[m/s] 4.51,BMP280_0 P[Pa] 100208.45, BMP280_0 Tpackage[C] 23.28, HTU21DF_0 RH[%] 65.35, HTU21DF_0 Tpackage[C] 22.28, D6F-PH0025AD1_0 q[Pa] 11.96, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 12.55, D6F-PH0025AD1_1 Tpackage[C] 19.80, D6F-PH0025AD1_2 q[Pa] 13.02, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873435974, GPS_0 longitude[deg] -1.0382663012, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 36, ;
System Uptime[ms] 102172,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 14.99,Airdata AoA[deg] 18.18,Airdata AoS[deg] -5.04,Airdata VCAS[m/s] 4.73,Airdata VTAS[m/s] 4.77,BMP280_0 P[Pa] 100209.74, BMP280_0 Tpackage[C] 23.29, HTU21DF_0 RH[%] 65.28, HTU21DF_0 Tpackage[C] 22.29, D6F-PH0025AD1_0 q[Pa] 12.52, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 11.65, D6F-PH0025AD1_1 Tpackage[C] 19.60, D6F-PH0025AD1_2 q[Pa] 17.60, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873435974, GPS_0 longitude[deg] -1.0382663012, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 36, ;
System Uptime[ms] 102629,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 14.99,Airdata AoA[deg] 13.49,Airdata AoS[deg] 3.01,Airdata VCAS[m/s] 4.92,Airdata VTAS[m/s] 4.95,BMP280_0 P[Pa] 100207.38, BMP280_0 Tpackage[C] 23.29, HTU21DF_0 RH[%] 65.29, HTU21DF_0 Tpackage[C] 22.32, D6F-PH0025AD1_0 q[Pa] 13.56, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 15.25, D6F-PH0025AD1_1 Tpackage[C] 19.60, D6F-PH0025AD1_2 q[Pa] 17.52, D6F-PH0025AD1_2 Tpackage[C] 19.10, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873321533, GPS_0 longitude[deg] -1.0382388830, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 37, ;
System Uptime[ms] 103087,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.94,System VBATTcell2[V] 3.92,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.02,Airdata AoA[deg] -11.35,Airdata AoS[deg] -15.42,Airdata VCAS[m/s] 5.78,Airdata VTAS[m/s] 5.83,BMP280_0 P[Pa] 100205.89, BMP280_0 Tpackage[C] 23.32, HTU21DF_0 RH[%] 65.88, HTU21DF_0 Tpackage[C] 22.35, D6F-PH0025AD1_0 q[Pa] 20.25, D6F-PH0025AD1_0 Tpackage[C] 19.60, D6F-PH0025AD1_1 q[Pa] 15.00, D6F-PH0025AD1_1 Tpackage[C] 19.60, D6F-PH0025AD1_2 q[Pa] 17.90, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873321533, GPS_0 longitude[deg] -1.0382388830, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 37, ;
System Uptime[ms] 103544,System VBATTcell0[V] 3.99,System VBATTcell1[V] 3.95,System VBATTcell2[V] 3.91,Airdata rho[kg/m3] 1.21,Airdata T[C] 15.03,Airdata AoA[deg] -8.32,Airdata AoS[deg] 16.26,Airdata VCAS[m/s] 5.61,Airdata VTAS[m/s] 5.66,BMP280_0 P[Pa] 100204.34, BMP280_0 Tpackage[C] 23.33, HTU21DF_0 RH[%] 66.71, HTU21DF_0 Tpackage[C] 22.35, D6F-PH0025AD1_0 q[Pa] 17.88, D6F-PH0025AD1_0 Tpackage[C] 19.40, D6F-PH0025AD1_1 q[Pa] 23.58, D6F-PH0025AD1_1 Tpackage[C] 19.60, D6F-PH0025AD1_2 q[Pa] 18.60, D6F-PH0025AD1_2 Tpackage[C] 19.30, MPU6050_0 pitch[deg] nan, MPU6050_0 roll[deg] nan, VL53L1X_0 s[m] 0.09, GPS_0 satellites[-] 11, GPS_0 latitude[deg] 51.1873168945, GPS_0 longitude[deg] -1.0382026434, GPS_0 year[-] 2022, GPS_0 month[-] 7, GPS_0 day[-] 27, GPS_0 hours[-] 5, GPS_0 minutes[-] 49, GPS_0 seconds[-] 38, ;
